location,city,property_type,bedrooms,bathrooms,size_sqm,furnished,serviced,annual_rent,listing_date,listing_url
Apo,Abuja,bungalow,2,2,134,not stated,yes,3300000,06/08/2026,#######
Gbagada,Lagos,penthouse,2,1,,no,no,5200000,02/08/2026,#######
Festac,Lagos,self-contain,0,1,129,not stated,not stated,1300000,02/08/2026,#######
Wuse 1,Abuja,penthouse,4,5,427,not stated,not stated,6800000,06/08/2026,#######
Dutse,Abuja,mansion,6,5,795,yes,no,8800000,07/08/2026,#######
Opebi,Lagos,flat,3,3,,no,yes,3000000,15/08/2026,#######
Apo,Abuja,mansion,5,4,882,no,not stated,9200000,12/08/2026,#######
Dutse,Abuja,mansion,5,4,,not stated,yes,7600000,14/08/2026,#######
Lekki Phase 2,Lagos,duplex,2,2,52,yes,no,2900000,18/08/2026,#######
Ikeja,Lagos,self-contain,0,1,94,not stated,no,1200000,12/08/2026,#######
Festac,Lagos,penthouse,3,4,370,not stated,not stated,5200000,01/08/2026,#######
Asokoro,Abuja,penthouse,2,3,125,yes,no,10700000,11/08/2026,#######
Jahi,Abuja,penthouse,5,4,568,no,yes,11200000,09/08/2026,#######
Yaba,Lagos,self-contain,0,1,127,yes,yes,0,01/08/2026,#######
Wuse 2,Abuja,bungalow,1,1,,no,not stated,5000000,14/08/2026,#######
Ikeja,Lagos,flat,4,5,530,yes,not stated,5500000,07/08/2026,#######
Yaba,Lagos,flat,5,5,277,yes,no,4500000,03/08/2026,#######
VGC,Lagos,bungalow,4,3,260,no,not stated,5700000,18/08/2026,#######
Amuwo Odofin,Lagos,duplex,4,4,336,no,no,5300000,06/08/2026,#######
Ikeja GRA,Lagos,penthouse,2,3,,yes,not stated,7000000,02/08/2026,#######
Ojodu Berger,Lagos,mansion,3,3,760,yes,not stated,7200000,10/08/2026,#######
Guzape,Abuja,duplex,5,5,,not stated,yes,6500000,16/08/2026,#######
Mabushi,Abuja,penthouse,2,2,111,not stated,yes,4700000,17/08/2026,#######
Life Camp,Abuja,self-contain,0,1,112,yes,no,1100000,10/08/2026,#######
Garki,Abuja,penthouse,6,6,651,no,not stated,8400000,13/08/2026,#######
Ajah,Lagos,penthouse,2,1,,no,not stated,4500000,09/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,128,yes,not stated,400000,12/08/2026,#######
Opebi,Lagos,terrace,6,5,316,not stated,yes,6700000,17/08/2026,#######
Ikeja GRA,Lagos,terrace,3,3,354,not stated,no,5700000,07/08/2026,#######
Guzape,Abuja,terrace,3,2,157,no,yes,5700000,05/08/2026,#######
Life Camp,Abuja,duplex,3,4,446,no,no,4700000,01/08/2026,#######
Amuwo Odofin,Lagos,mansion,2,1,,yes,no,7000000,13/08/2026,#######
Yaba,Lagos,self-contain,0,1,57,no,yes,-100000,17/08/2026,#######
Ilupeju,Lagos,penthouse,3,4,433,no,yes,5700000,15/08/2026,#######
Ikeja,Lagos,mansion,2,3,,yes,yes,6600000,05/08/2026,#######
Surulere,Lagos,self-contain,0,1,119,yes,not stated,1000000,18/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,141,no,not stated,500000,16/08/2026,#######
Maitama,Abuja,penthouse,1,2,130,not stated,not stated,9800000,15/08/2026,#######
Wuse 1,Abuja,duplex,2,2,45,no,yes,4000000,18/08/2026,#######
Asokoro,Abuja,self-contain,0,1,,not stated,no,1800000,07/08/2026,#######
Magodo,Lagos,bungalow,2,2,,yes,not stated,4600000,03/08/2026,#######
Ikeja,Lagos,terrace,4,4,448,no,yes,3900000,08/08/2026,#######
Ojodu Berger,Lagos,flat,3,3,353,yes,no,3500000,08/08/2026,#######
Sangotedo,Lagos,flat,3,2,605,no,no,3400000,11/08/2026,#######
Surulere,Lagos,terrace,1,1,,not stated,not stated,3000000,06/08/2026,#######
Lokogoma,Abuja,terrace,4,5,,no,yes,4800000,17/08/2026,#######
Garki,Abuja,penthouse,2,3,72,not stated,no,4200000,08/08/2026,#######
Ikoyi,Lagos,flat,4,3,304,yes,yes,6300000,14/08/2026,#######
Jahi,Abuja,self-contain,0,1,,no,yes,1200000,11/08/2026,#######
Ojodu Berger,Lagos,bungalow,3,3,,yes,yes,3700000,07/08/2026,#######
Guzape,Abuja,mansion,2,3,1017,not stated,no,11100000,03/08/2026,#######
Lugbe,Abuja,duplex,5,6,385,no,no,6100000,10/08/2026,#######
Katampe,Abuja,penthouse,2,3,,not stated,yes,4700000,08/08/2026,#######
Ikeja,Lagos,duplex,5,6,230,no,yes,5400000,18/08/2026,#######
Maitama,Abuja,penthouse,5,4,645,no,no,14000000,17/08/2026,#######
Ilupeju,Lagos,flat,4,4,,yes,yes,5200000,16/08/2026,#######
VGC,Lagos,flat,4,5,,yes,not stated,4700000,02/08/2026,#######
Lugbe,Abuja,flat,6,7,157,not stated,no,5800000,17/08/2026,#######
Wuse 1,Abuja,duplex,4,5,,yes,no,4200000,17/08/2026,#######
Ajah,Lagos,self-contain,0,1,130,not stated,not stated,800000,12/08/2026,#######
Ikeja,Lagos,terrace,5,4,,yes,not stated,5000000,17/08/2026,#######
Garki,Abuja,penthouse,2,1,92,no,not stated,4700000,03/08/2026,#######
Wuse 2,Abuja,self-contain,0,1,46,yes,yes,900000,04/08/2026,#######
Apo,Abuja,flat,2,3,,no,no,2400000,12/08/2026,#######
Gbagada,Lagos,duplex,2,2,148,yes,not stated,2700000,04/08/2026,#######
Surulere,Lagos,bungalow,3,2,264,not stated,no,3800000,15/08/2026,#######
Maryland,Lagos,mansion,1,2,1185,not stated,no,4700000,15/08/2026,#######
Festac,Lagos,flat,2,2,40,yes,not stated,2100000,02/08/2026,#######
Lokogoma,Abuja,flat,4,3,526,no,no,5100000,18/08/2026,#######
Lekki Phase 1,Lagos,terrace,3,4,,not stated,no,5300000,13/08/2026,#######
Lekki Phase 1,Lagos,penthouse,2,3,126,not stated,not stated,10000000,08/08/2026,#######
Lekki Phase 1,Lagos,mansion,2,3,969,yes,no,13100000,08/08/2026,#######
Asokoro,Abuja,self-contain,0,1,52,yes,no,1600000,03/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,135,yes,yes,1600000,12/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,,not stated,no,900000,13/08/2026,#######
Festac,Lagos,self-contain,0,1,138,not stated,no,1700000,17/08/2026,#######
Ajah,Lagos,self-contain,0,1,99,yes,yes,0,09/08/2026,#######
Ojodu Berger,Lagos,bungalow,3,3,463,not stated,yes,4100000,07/08/2026,#######
Gwarinpa,Abuja,terrace,4,4,415,yes,yes,6400000,10/08/2026,#######
Apo,Abuja,flat,4,4,511,not stated,no,4500000,10/08/2026,#######
Victoria Island,Lagos,self-contain,0,1,,no,no,1600000,01/08/2026,#######
Lokogoma,Abuja,flat,4,4,193,not stated,no,4900000,16/08/2026,#######
Maryland,Lagos,mansion,3,3,681,yes,no,6500000,08/08/2026,#######
Gwarinpa,Abuja,penthouse,3,3,655,yes,not stated,8500000,17/08/2026,#######
Ikeja,Lagos,mansion,1,1,562,yes,yes,5300000,16/08/2026,#######
Dutse,Abuja,terrace,2,1,49,no,not stated,3400000,17/08/2026,#######
Magodo,Lagos,duplex,5,4,,yes,not stated,6300000,09/08/2026,#######
Jahi,Abuja,penthouse,3,4,,not stated,no,8400000,01/08/2026,#######
Mabushi,Abuja,terrace,6,7,,no,no,5900000,01/08/2026,#######
Katampe,Abuja,terrace,3,2,,yes,yes,4200000,09/08/2026,#######
Festac,Lagos,mansion,4,3,,no,no,7700000,05/08/2026,#######
Maryland,Lagos,penthouse,4,3,,not stated,yes,5200000,18/08/2026,#######
Gbagada,Lagos,penthouse,2,1,116,not stated,yes,5100000,05/08/2026,#######
Yaba,Lagos,self-contain,0,1,124,no,yes,0,05/08/2026,#######
Lekki Phase 1,Lagos,duplex,3,3,247,no,not stated,5800000,15/08/2026,#######
Amuwo Odofin,Lagos,duplex,3,4,588,not stated,yes,4400000,01/08/2026,#######
Lugbe,Abuja,self-contain,0,1,129,not stated,no,0,10/08/2026,#######
Surulere,Lagos,duplex,2,3,86,not stated,yes,3500000,09/08/2026,#######
Asokoro,Abuja,duplex,1,1,44,no,not stated,5200000,08/08/2026,#######
Opebi,Lagos,flat,4,4,493,no,no,4900000,04/08/2026,#######
Mabushi,Abuja,bungalow,3,2,,not stated,yes,3400000,16/08/2026,#######
Ajah,Lagos,bungalow,5,4,,no,not stated,5200000,12/08/2026,#######
Yaba,Lagos,penthouse,4,4,652,not stated,no,5300000,14/08/2026,#######
Sangotedo,Lagos,bungalow,5,5,,yes,no,4800000,09/08/2026,#######
Dutse,Abuja,bungalow,2,1,60,yes,not stated,3500000,09/08/2026,#######
Mabushi,Abuja,terrace,1,1,,not stated,not stated,1400000,03/08/2026,#######
Maryland,Lagos,self-contain,0,1,91,no,no,0,17/08/2026,#######
Ilupeju,Lagos,terrace,5,5,352,no,not stated,4600000,18/08/2026,#######
Dutse,Abuja,duplex,1,1,120,no,not stated,2800000,04/08/2026,#######
Lugbe,Abuja,bungalow,2,3,,not stated,yes,2500000,18/08/2026,#######
Lekki Phase 2,Lagos,duplex,5,5,,yes,not stated,5600000,17/08/2026,#######
Maryland,Lagos,self-contain,0,1,59,yes,not stated,500000,13/08/2026,#######
Surulere,Lagos,flat,5,6,,not stated,yes,4900000,07/08/2026,#######
Wuse 2,Abuja,bungalow,3,2,682,no,no,7300000,14/08/2026,#######
Jahi,Abuja,duplex,2,3,150,not stated,no,4300000,06/08/2026,#######
Amuwo Odofin,Lagos,flat,3,4,,yes,yes,4700000,15/08/2026,#######
Mabushi,Abuja,flat,2,2,108,yes,not stated,3500000,03/08/2026,#######
Asokoro,Abuja,flat,3,3,622,yes,no,5600000,14/08/2026,#######
Maitama,Abuja,bungalow,5,6,,yes,no,8400000,02/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,146,not stated,yes,0,11/08/2026,#######
Asokoro,Abuja,self-contain,0,1,55,no,yes,600000,08/08/2026,#######
Amuwo Odofin,Lagos,mansion,4,5,589,not stated,no,7400000,15/08/2026,#######
Wuse 2,Abuja,duplex,5,6,,no,no,7500000,18/08/2026,#######
Lokogoma,Abuja,penthouse,4,3,799,yes,not stated,6500000,17/08/2026,#######
Garki,Abuja,mansion,5,4,550,no,not stated,8700000,12/08/2026,#######
Surulere,Lagos,duplex,4,4,497,yes,not stated,5500000,12/08/2026,#######
Ikeja,Lagos,penthouse,6,7,265,no,not stated,8400000,01/08/2026,#######
Wuse 2,Abuja,penthouse,3,3,,not stated,yes,11900000,14/08/2026,#######
Asokoro,Abuja,flat,6,7,,no,not stated,8800000,07/08/2026,#######
Wuse 2,Abuja,duplex,2,1,63,yes,no,5100000,09/08/2026,#######
Ikoyi,Lagos,mansion,2,1,767,no,not stated,14100000,16/08/2026,#######
Dutse,Abuja,self-contain,0,1,78,yes,not stated,1500000,18/08/2026,#######
Allen,Lagos,duplex,3,2,336,yes,not stated,2900000,07/08/2026,#######
Apo,Abuja,mansion,1,1,878,not stated,yes,4900000,09/08/2026,#######
Amuwo Odofin,Lagos,duplex,1,1,42,not stated,not stated,1300000,15/08/2026,#######
Ikeja GRA,Lagos,bungalow,1,2,,yes,yes,3100000,07/08/2026,#######
Life Camp,Abuja,penthouse,2,1,,not stated,no,4600000,03/08/2026,#######
Jahi,Abuja,flat,3,4,785,yes,no,5200000,07/08/2026,#######
Magodo,Lagos,penthouse,3,2,277,no,yes,7200000,17/08/2026,#######
Ikoyi,Lagos,duplex,1,1,141,not stated,yes,5000000,11/08/2026,#######
Ikeja,Lagos,penthouse,4,5,594,no,not stated,6800000,12/08/2026,#######
Sangotedo,Lagos,penthouse,3,4,414,yes,not stated,4500000,15/08/2026,#######
Sangotedo,Lagos,bungalow,2,1,102,yes,no,3100000,04/08/2026,#######
Garki,Abuja,flat,2,1,102,no,no,3600000,18/08/2026,#######
Maryland,Lagos,mansion,1,1,761,not stated,no,5800000,04/08/2026,#######
Ikeja GRA,Lagos,duplex,4,5,643,yes,yes,5000000,09/08/2026,#######
Asokoro,Abuja,mansion,3,4,532,not stated,yes,16100000,12/08/2026,#######
Ikoyi,Lagos,bungalow,4,3,562,yes,no,5800000,10/08/2026,#######
Lekki Phase 1,Lagos,bungalow,2,3,123,yes,no,5600000,02/08/2026,#######
VGC,Lagos,mansion,2,3,737,yes,not stated,9300000,12/08/2026,#######
Festac,Lagos,self-contain,0,1,60,yes,not stated,600000,02/08/2026,#######
Maryland,Lagos,flat,4,4,254,no,no,5300000,08/08/2026,#######
Allen,Lagos,duplex,5,5,634,not stated,not stated,4600000,14/08/2026,#######
Gbagada,Lagos,self-contain,0,1,111,yes,no,1000000,01/08/2026,#######
Victoria Island,Lagos,bungalow,4,4,,no,not stated,7500000,09/08/2026,#######
Gbagada,Lagos,terrace,3,2,448,no,not stated,3200000,09/08/2026,#######
Dutse,Abuja,self-contain,0,1,44,not stated,no,500000,07/08/2026,#######
Wuse 2,Abuja,bungalow,3,3,359,yes,no,5900000,14/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,74,no,no,1300000,04/08/2026,#######
Amuwo Odofin,Lagos,terrace,2,3,,no,yes,2800000,10/08/2026,#######
Victoria Island,Lagos,bungalow,2,2,,no,yes,5300000,14/08/2026,#######
Gwarinpa,Abuja,bungalow,6,6,267,yes,no,7300000,06/08/2026,#######
Magodo,Lagos,penthouse,2,2,,yes,not stated,6300000,01/08/2026,#######
Lugbe,Abuja,duplex,3,4,582,no,no,3300000,10/08/2026,#######
Garki,Abuja,terrace,3,2,794,yes,yes,3300000,09/08/2026,#######
Maryland,Lagos,penthouse,3,3,,no,no,4700000,09/08/2026,#######
Gwarinpa,Abuja,mansion,1,2,856,no,not stated,10900000,06/08/2026,#######
Allen,Lagos,terrace,3,2,342,not stated,no,4600000,17/08/2026,#######
Magodo,Lagos,flat,5,5,649,no,yes,6400000,14/08/2026,#######
Dutse,Abuja,flat,3,2,710,yes,no,3700000,07/08/2026,#######
Festac,Lagos,bungalow,4,5,745,no,not stated,4900000,08/08/2026,#######
Ikeja GRA,Lagos,bungalow,3,3,296,not stated,no,4800000,03/08/2026,#######
Lugbe,Abuja,bungalow,2,2,139,yes,not stated,3000000,11/08/2026,#######
Jahi,Abuja,duplex,2,1,137,no,no,4900000,07/08/2026,#######
Lekki Phase 2,Lagos,mansion,3,4,805,not stated,yes,7100000,17/08/2026,#######
Apo,Abuja,flat,1,1,43,no,no,2500000,13/08/2026,#######
Wuse 1,Abuja,mansion,5,4,941,yes,not stated,8600000,06/08/2026,#######
Lokogoma,Abuja,bungalow,4,3,,not stated,no,5600000,11/08/2026,#######
Lokogoma,Abuja,penthouse,4,3,236,no,yes,5600000,07/08/2026,#######
Life Camp,Abuja,flat,5,5,278,yes,yes,4900000,17/08/2026,#######
Mabushi,Abuja,bungalow,5,6,702,no,no,5900000,09/08/2026,#######
Festac,Lagos,penthouse,3,2,696,yes,yes,4400000,08/08/2026,#######
Maryland,Lagos,penthouse,4,5,,no,yes,5200000,18/08/2026,#######
Garki,Abuja,duplex,3,4,,not stated,yes,2900000,17/08/2026,#######
Surulere,Lagos,terrace,3,4,,no,not stated,3500000,12/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,149,not stated,yes,2000000,18/08/2026,#######
Ikeja GRA,Lagos,flat,5,6,,no,no,6400000,10/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,94,yes,yes,1500000,13/08/2026,#######
Maitama,Abuja,bungalow,2,1,81,yes,no,5500000,02/08/2026,#######
Allen,Lagos,terrace,6,5,697,not stated,not stated,5900000,18/08/2026,#######
Maitama,Abuja,penthouse,1,1,,yes,not stated,10800000,02/08/2026,#######
Maitama,Abuja,flat,4,5,,not stated,not stated,7200000,13/08/2026,#######
Apo,Abuja,terrace,4,4,426,yes,no,4400000,10/08/2026,#######
Wuse 1,Abuja,duplex,3,4,485,yes,no,4300000,12/08/2026,#######
Life Camp,Abuja,self-contain,0,1,94,yes,not stated,1600000,16/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,74,yes,no,300000,14/08/2026,#######
Gwarinpa,Abuja,duplex,3,4,,no,yes,5600000,01/08/2026,#######
Guzape,Abuja,duplex,3,3,174,not stated,not stated,5400000,05/08/2026,#######
Maitama,Abuja,mansion,5,6,,no,not stated,19000000,18/08/2026,#######
Lekki Phase 1,Lagos,flat,3,2,,no,yes,6300000,01/08/2026,#######
Wuse 2,Abuja,flat,1,1,79,no,yes,5300000,02/08/2026,#######
Ilupeju,Lagos,terrace,3,4,292,yes,yes,4000000,08/08/2026,#######
Apo,Abuja,penthouse,2,3,123,not stated,not stated,4200000,02/08/2026,#######
Ikoyi,Lagos,bungalow,3,2,,no,not stated,6100000,16/08/2026,#######
Lokogoma,Abuja,penthouse,6,5,,not stated,yes,8100000,07/08/2026,#######
Lekki Phase 2,Lagos,duplex,1,1,44,not stated,yes,2800000,17/08/2026,#######
Gwarinpa,Abuja,terrace,2,1,82,no,yes,4900000,01/08/2026,#######
Lugbe,Abuja,bungalow,1,1,124,no,no,2700000,03/08/2026,#######
Magodo,Lagos,duplex,4,4,264,no,no,6100000,15/08/2026,#######
Sangotedo,Lagos,flat,3,4,682,yes,not stated,4800000,01/08/2026,#######
Ojodu Berger,Lagos,penthouse,5,6,,not stated,no,6600000,03/08/2026,#######
Asokoro,Abuja,duplex,2,2,55,yes,yes,5900000,14/08/2026,#######
Gbagada,Lagos,flat,3,3,,no,not stated,3700000,02/08/2026,#######
Asokoro,Abuja,penthouse,4,4,,no,no,12300000,07/08/2026,#######
Wuse 1,Abuja,flat,3,3,,yes,no,4500000,05/08/2026,#######
Wuse 2,Abuja,flat,3,4,308,not stated,no,5600000,17/08/2026,#######
Lugbe,Abuja,self-contain,0,1,47,yes,yes,1200000,11/08/2026,#######
Katampe,Abuja,flat,3,4,561,not stated,yes,3300000,13/08/2026,#######
Gwarinpa,Abuja,bungalow,2,3,134,not stated,not stated,4100000,09/08/2026,#######
Gwarinpa,Abuja,duplex,2,1,,no,no,5500000,05/08/2026,#######
Guzape,Abuja,bungalow,2,3,90,yes,yes,3900000,08/08/2026,#######
Maryland,Lagos,penthouse,4,3,334,no,yes,6900000,09/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,,no,no,-100000,05/08/2026,#######
Lokogoma,Abuja,mansion,2,1,,not stated,no,6700000,16/08/2026,#######
Jahi,Abuja,duplex,2,3,116,yes,no,5000000,14/08/2026,#######
Lugbe,Abuja,duplex,3,4,406,not stated,not stated,4100000,09/08/2026,#######
Asokoro,Abuja,bungalow,4,4,,no,yes,6400000,03/08/2026,#######
Apo,Abuja,duplex,3,3,410,not stated,yes,3500000,14/08/2026,#######
Dutse,Abuja,mansion,2,2,1035,not stated,no,5900000,09/08/2026,#######
Maryland,Lagos,mansion,4,3,,yes,no,8100000,01/08/2026,#######
Ikeja GRA,Lagos,mansion,6,5,1122,yes,yes,14100000,01/08/2026,#######
Katampe,Abuja,mansion,2,2,,yes,no,6800000,08/08/2026,#######
Gbagada,Lagos,mansion,3,2,980,not stated,yes,6800000,09/08/2026,#######
Festac,Lagos,terrace,1,1,117,yes,yes,2600000,14/08/2026,#######
Sangotedo,Lagos,penthouse,2,1,69,not stated,yes,4000000,07/08/2026,#######
Lekki Phase 1,Lagos,flat,3,3,247,yes,no,6400000,18/08/2026,#######
Wuse 1,Abuja,penthouse,2,2,,yes,not stated,5500000,11/08/2026,#######
Guzape,Abuja,flat,5,4,625,no,not stated,6000000,12/08/2026,#######
Ikeja,Lagos,flat,2,2,,yes,not stated,3400000,06/08/2026,#######
Garki,Abuja,penthouse,2,1,,yes,not stated,4500000,14/08/2026,#######
Lokogoma,Abuja,mansion,2,1,1077,no,no,5200000,16/08/2026,#######
Surulere,Lagos,penthouse,3,4,304,not stated,yes,5700000,08/08/2026,#######
Ajah,Lagos,penthouse,4,5,,no,not stated,6100000,06/08/2026,#######
Guzape,Abuja,penthouse,5,5,,not stated,not stated,10000000,05/08/2026,#######
Gbagada,Lagos,flat,3,4,522,not stated,yes,3500000,06/08/2026,#######
Dutse,Abuja,mansion,2,1,1013,not stated,no,6600000,11/08/2026,#######
Ikoyi,Lagos,terrace,2,1,146,yes,yes,5300000,05/08/2026,#######
Ikeja,Lagos,flat,3,2,206,no,not stated,4100000,06/08/2026,#######
Maryland,Lagos,mansion,3,4,616,no,yes,5900000,04/08/2026,#######
Opebi,Lagos,flat,4,3,554,yes,no,4200000,07/08/2026,#######
Magodo,Lagos,bungalow,3,3,159,yes,no,5600000,06/08/2026,#######
Katampe,Abuja,penthouse,1,1,,no,no,3500000,05/08/2026,#######
Ikeja GRA,Lagos,flat,4,4,,not stated,not stated,5200000,11/08/2026,#######
Wuse 1,Abuja,flat,5,5,767,yes,not stated,4600000,18/08/2026,#######
Life Camp,Abuja,terrace,4,3,395,no,no,5200000,06/08/2026,#######
Ojodu Berger,Lagos,penthouse,6,7,162,no,not stated,8000000,13/08/2026,#######
Jahi,Abuja,penthouse,2,1,,not stated,no,8500000,03/08/2026,#######
Dutse,Abuja,duplex,2,1,,yes,yes,2300000,10/08/2026,#######
Magodo,Lagos,self-contain,0,1,106,not stated,not stated,100000,17/08/2026,#######
Guzape,Abuja,flat,3,4,477,yes,yes,4600000,12/08/2026,#######
Lekki Phase 2,Lagos,duplex,2,1,109,not stated,no,2600000,07/08/2026,#######
Yaba,Lagos,terrace,3,2,,no,yes,3000000,03/08/2026,#######
Ikeja,Lagos,flat,3,4,462,yes,yes,4700000,18/08/2026,#######
Ikeja GRA,Lagos,flat,3,4,427,not stated,no,4500000,15/08/2026,#######
Lugbe,Abuja,mansion,5,4,1138,not stated,not stated,8700000,16/08/2026,#######
Ikoyi,Lagos,mansion,1,1,1083,not stated,no,12300000,05/08/2026,#######
Allen,Lagos,mansion,4,5,,no,yes,6900000,01/08/2026,#######
Maryland,Lagos,flat,3,2,600,yes,no,3800000,13/08/2026,#######
Lokogoma,Abuja,terrace,2,1,,no,no,3500000,13/08/2026,#######
Victoria Island,Lagos,penthouse,3,3,714,not stated,no,11300000,16/08/2026,#######
Katampe,Abuja,self-contain,0,1,103,yes,not stated,700000,05/08/2026,#######
Wuse 2,Abuja,bungalow,1,2,47,not stated,not stated,5300000,16/08/2026,#######
Jahi,Abuja,penthouse,2,1,86,yes,not stated,7300000,13/08/2026,#######
Maitama,Abuja,self-contain,0,1,,not stated,not stated,2100000,14/08/2026,#######
Garki,Abuja,self-contain,0,1,117,no,yes,400000,10/08/2026,#######
Ikoyi,Lagos,terrace,4,3,428,no,no,6700000,05/08/2026,#######
Guzape,Abuja,bungalow,4,5,403,no,not stated,6000000,17/08/2026,#######
Lugbe,Abuja,self-contain,0,1,135,no,not stated,1000000,05/08/2026,#######
Garki,Abuja,duplex,4,5,628,no,no,5500000,01/08/2026,#######
Lokogoma,Abuja,mansion,3,4,,no,no,6700000,02/08/2026,#######
Asokoro,Abuja,mansion,2,3,1184,not stated,no,16800000,09/08/2026,#######
Lekki Phase 1,Lagos,bungalow,2,1,61,not stated,yes,4200000,02/08/2026,#######
Magodo,Lagos,flat,3,3,351,not stated,not stated,5200000,16/08/2026,#######
Lekki Phase 2,Lagos,mansion,5,5,1042,yes,no,8100000,07/08/2026,#######
Ojodu Berger,Lagos,flat,3,2,740,not stated,not stated,3900000,15/08/2026,#######
Opebi,Lagos,bungalow,5,4,300,no,no,5800000,13/08/2026,#######
Mabushi,Abuja,penthouse,2,2,42,no,yes,4800000,15/08/2026,#######
Surulere,Lagos,self-contain,0,1,64,no,not stated,500000,01/08/2026,#######
Garki,Abuja,duplex,2,3,72,yes,no,2500000,10/08/2026,#######
Lekki Phase 2,Lagos,mansion,2,3,931,not stated,no,6700000,04/08/2026,#######
Ikeja GRA,Lagos,flat,3,3,303,yes,not stated,5100000,15/08/2026,#######
Gwarinpa,Abuja,terrace,2,1,123,no,yes,3600000,11/08/2026,#######
Lokogoma,Abuja,bungalow,1,1,107,not stated,not stated,3100000,10/08/2026,#######
Sangotedo,Lagos,bungalow,3,4,715,yes,yes,4600000,16/08/2026,#######
Ilupeju,Lagos,penthouse,6,7,178,not stated,yes,8700000,16/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,51,not stated,yes,500000,03/08/2026,#######
Ikoyi,Lagos,bungalow,3,4,206,not stated,yes,4900000,13/08/2026,#######
Wuse 1,Abuja,terrace,2,2,148,not stated,yes,2700000,02/08/2026,#######
Opebi,Lagos,penthouse,3,2,691,yes,no,4500000,13/08/2026,#######
Maryland,Lagos,penthouse,3,2,631,no,no,4700000,09/08/2026,#######
Wuse 1,Abuja,bungalow,2,2,55,no,no,2800000,02/08/2026,#######
Opebi,Lagos,penthouse,2,3,,not stated,not stated,4300000,04/08/2026,#######
Mabushi,Abuja,duplex,5,5,352,no,no,4500000,13/08/2026,#######
Ikeja GRA,Lagos,terrace,1,2,,yes,not stated,2900000,12/08/2026,#######
Apo,Abuja,self-contain,0,1,92,yes,no,600000,07/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,,not stated,not stated,1500000,18/08/2026,#######
Ajah,Lagos,flat,3,2,703,not stated,yes,3400000,01/08/2026,#######
Sangotedo,Lagos,mansion,3,4,845,not stated,yes,6800000,02/08/2026,#######
Maitama,Abuja,self-contain,0,1,,yes,yes,2400000,07/08/2026,#######
Mabushi,Abuja,penthouse,4,4,274,yes,yes,6900000,09/08/2026,#######
Guzape,Abuja,penthouse,3,4,321,no,yes,9100000,17/08/2026,#######
Apo,Abuja,flat,4,3,774,not stated,not stated,5000000,02/08/2026,#######
Amuwo Odofin,Lagos,flat,2,1,50,yes,no,2100000,02/08/2026,#######
Garki,Abuja,mansion,3,3,,no,no,6100000,18/08/2026,#######
Garki,Abuja,duplex,2,3,66,no,no,2700000,13/08/2026,#######
Allen,Lagos,terrace,4,3,298,no,no,4600000,10/08/2026,#######
Victoria Island,Lagos,penthouse,3,3,689,yes,no,9900000,16/08/2026,#######
Yaba,Lagos,duplex,1,2,,not stated,not stated,2600000,08/08/2026,#######
Sangotedo,Lagos,duplex,5,6,773,no,not stated,4600000,11/08/2026,#######
Gbagada,Lagos,self-contain,0,1,,yes,not stated,1300000,05/08/2026,#######
Garki,Abuja,flat,5,6,286,not stated,no,5300000,03/08/2026,#######
Allen,Lagos,mansion,2,3,704,no,not stated,5900000,03/08/2026,#######
Ikeja GRA,Lagos,mansion,6,7,656,not stated,no,13200000,08/08/2026,#######
Lekki Phase 1,Lagos,duplex,2,3,81,yes,not stated,5900000,09/08/2026,#######
Jahi,Abuja,flat,6,6,,no,yes,7500000,09/08/2026,#######
Maryland,Lagos,duplex,2,1,75,no,not stated,3900000,03/08/2026,#######
Mabushi,Abuja,flat,3,3,588,yes,no,4200000,15/08/2026,#######
Allen,Lagos,duplex,3,2,,no,no,3000000,06/08/2026,#######
Allen,Lagos,penthouse,5,6,,yes,yes,6600000,13/08/2026,#######
Surulere,Lagos,penthouse,3,4,256,yes,not stated,4900000,17/08/2026,#######
Asokoro,Abuja,self-contain,0,1,130,no,no,1300000,08/08/2026,#######
Katampe,Abuja,terrace,5,5,359,yes,no,4900000,12/08/2026,#######
Garki,Abuja,penthouse,3,3,,no,no,4600000,06/08/2026,#######
Katampe,Abuja,terrace,3,3,190,no,yes,3800000,06/08/2026,#######
Lokogoma,Abuja,penthouse,3,3,609,no,not stated,5200000,13/08/2026,#######
Sangotedo,Lagos,flat,4,5,,no,not stated,4900000,14/08/2026,#######
Festac,Lagos,terrace,5,6,,yes,yes,4700000,16/08/2026,#######
Jahi,Abuja,bungalow,2,1,101,no,not stated,3600000,01/08/2026,#######
Ajah,Lagos,bungalow,2,1,145,no,not stated,3200000,08/08/2026,#######
Apo,Abuja,bungalow,2,3,,not stated,yes,3300000,10/08/2026,#######
